treated_airport,side,metric,donor_airport,weight,scenario
EWR,dep,delay15_rate,PDX,3.1947798790067267e-18,Exclude high-weight donor airports
EWR,dep,delay15_rate,RDU,6.939214669581097e-19,Exclude high-weight donor airports
EWR,dep,delay15_rate,ORD,0.0,Exclude high-weight donor airports
EWR,dep,delay15_rate,PHX,0.0,Exclude high-weight donor airports
EWR,dep,delay15_rate,MSP,0.0,Exclude high-weight donor airports
EWR,dep,delay15_rate,SMF,0.0,Exclude high-weight donor airports
EWR,dep,delay15_rate,TPA,0.0,Exclude high-weight donor airports
EWR,dep,delay15_rate,MDW,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,RDU,0.24752908968310053,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,DTW,0.22260955607705393,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,TPA,0.19261965133177134,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,CLE,0.18503980535281636,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,ATL,0.07176525741704605,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,SNA,0.05423618093606955,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,ORD,0.022844671684405723,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,SEA,0.003355787517735627,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,SMF,1.5200514458246765e-16,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,AUS,1.2538798124794854e-16,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,SJU,1.1526424346236514e-16,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,IND,1.09328236568007e-16,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,CVG,8.321251673826243e-17,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,SJC,6.62447527388643e-17,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,PDX,5.1418288030125023e-17,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,MDW,3.9898639947466545e-17,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,STL,3.938364391553593e-17,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,MSP,3.793352350983657e-17,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,MCI,2.0044187663825754e-17,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,PHX,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,BNA,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,SLC,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,LAX,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,DCA,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,LAS,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,CLT,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,SAN,0.0,Exclude high-weight donor airports
EWR,dep,nas_delay_per_scheduled_op,SAT,0.0,Exclude high-weight donor airports
